"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"2023-06-15T04:00:00.000Z","272.30","283.99","271.42","281.83","3.10","2.88","25,973,455"
"2023-06-16T04:00:00.000Z","284.75","287.85","280.13","281.00","-0.2945","-0.5119","43,127,731"
"2023-06-20T04:00:00.000Z","278.73","284.80","276.22","284.33","1.19","0.9677","20,701,589"
"2023-06-21T04:00:00.000Z","283.53","284.00","278.36","281.64","-0.9461","-1.16","20,556,170"
"2023-06-22T04:00:00.000Z","279.08","285.26","277.79","284.88","1.15","0.9330","17,563,061"
"2023-06-23T04:00:00.000Z","281.51","289.67","278.95","288.73","1.35","1.13","51,092,038"
"2023-06-26T04:00:00.000Z","288.70","289.79","277.60","278.47","-3.55","-3.77","24,232,651"
"2023-06-27T04:00:00.000Z","282.01","289.35","280.65","287.05","3.08","2.86","26,108,260"
"2023-06-28T04:00:00.000Z","284.82","289.55","284.06","285.29","-0.6131","-0.8305","16,722,117"
"2023-06-29T04:00:00.000Z","284.50","286.57","280.69","281.53","-1.32","-1.54","15,395,690"
"2023-06-30T04:00:00.000Z","284.76","289.05","284.42","286.98","1.94","1.72","19,694,872"
"2023-07-03T04:00:00.000Z","286.70","289.40","284.85","286.02","-0.3345","-0.5519","8,629,269"
"2023-07-05T04:00:00.000Z","287.65","298.12","286.36","294.37","2.92","2.70","33,865,457"
"2023-07-06T04:00:00.000Z","295.88","298.12","291.31","291.99","-0.8085","-1.03","47,733,829"
"2023-07-07T04:00:00.000Z","292.18","296.20","288.66","290.53","-0.5000","-0.7174","25,585,975"
"2023-07-10T04:00:00.000Z","295.55","298.13","287.05","294.10","1.23","1.01","37,058,306"
"2023-07-11T04:00:00.000Z","293.90","300.18","291.90","298.29","1.42","1.21","27,585,918"
"2023-07-12T04:00:00.000Z","301.75","309.45","300.10","309.34","3.70","3.49","36,677,127"
"2023-07-13T04:00:00.000Z","313.62","316.24","310.29","313.41","1.32","1.10","30,280,972"
"2023-07-14T04:00:00.000Z","311.79","314.88","307.36","308.87","-1.45","-1.67","23,054,108"
"2023-07-17T04:00:00.000Z","307.54","311.71","304.71","310.62","0.5666","0.3492","25,323,126"
"2023-07-18T04:00:00.000Z","310.88","314.20","307.62","312.05","0.4604","0.2430","20,764,580"
"2023-07-19T04:00:00.000Z","313.03","318.68","310.52","316.01","1.27","1.05","21,763,688"
"2023-07-20T04:00:00.000Z","313.50","315.54","302.22","302.52","-4.27","-4.49","23,836,876"
"2023-07-21T04:00:00.000Z","304.57","305.46","291.20","294.26","-2.73","-2.95","42,139,259"
"2023-07-24T04:00:00.000Z","295.78","297.52","288.30","291.61","-0.9006","-1.12","24,949,405"
"2023-07-25T04:00:00.000Z","295.19","298.30","291.86","294.47","0.9808","0.7634","19,585,584"
"2023-07-26T04:00:00.000Z","301.19","301.77","291.90","298.57","1.39","1.17","47,256,930"
"2023-07-27T04:00:00.000Z","325.12","325.35","309.84","311.71","4.40","4.18","64,229,173"
"2023-07-28T04:00:00.000Z","316.88","326.20","314.25","325.48","4.42","4.20","39,220,270"
"2023-07-31T04:00:00.000Z","323.69","325.66","317.59","318.60","-2.11","-2.33","25,799,603"
"2023-08-01T04:00:00.000Z","317.54","324.14","314.66","322.71","1.29","1.07","22,889,870"
"2023-08-02T04:00:00.000Z","318.00","318.39","310.65","314.31","-2.60","-2.82","20,461,094"
"2023-08-03T04:00:00.000Z","309.93","315.95","309.93","313.19","-0.3563","-0.5737","15,215,422"
"2023-08-04T04:00:00.000Z","314.96","318.41","310.20","310.73","-0.7855","-1.00","17,612,762"
"2023-08-07T04:00:00.000Z","313.23","317.07","310.46","316.56","1.88","1.66","16,236,504"
"2023-08-08T04:00:00.000Z","314.40","317.89","310.11","312.64","-1.24","-1.46","15,183,532"
"2023-08-09T04:00:00.000Z","312.88","313.63","302.85","305.21","-2.38","-2.59","19,955,783"
"2023-08-10T04:00:00.000Z","307.94","312.34","303.87","305.74","0.1737","-0.0437","14,358,897"
"2023-08-11T04:00:00.000Z","302.57","304.72","300.36","301.64","-1.34","-1.56","14,046,250"
"2023-08-14T04:00:00.000Z","300.98","306.21","298.25","306.19","1.51","1.29","15,641,921"
"2023-08-15T04:00:00.000Z","306.14","307.23","300.03","301.95","-1.38","-1.60","11,623,613"
"2023-08-16T04:00:00.000Z","300.19","301.08","294.28","294.29","-2.54","-2.75","18,547,741"
"2023-08-17T04:00:00.000Z","293.05","296.05","284.95","285.09","-3.13","-3.34","23,950,089"
"2023-08-18T04:00:00.000Z","279.03","285.69","274.38","283.25","-0.6454","-0.8628","35,347,925"
"2023-08-21T04:00:00.000Z","283.45","290.50","281.85","289.90","2.35","2.13","20,181,475"
"2023-08-22T04:00:00.000Z","292.55","292.90","286.75","287.60","-0.7934","-1.01","12,999,913"
"2023-08-23T04:00:00.000Z","288.50","297.40","287.67","294.24","2.31","2.09","18,287,001"
"2023-08-24T04:00:00.000Z","298.50","299.46","286.64","286.75","-2.55","-2.76","18,360,882"
"2023-08-25T04:00:00.000Z","286.13","288.39","276.03","285.50","-0.4359","-0.6533","23,701,443"
"2023-08-28T04:00:00.000Z","288.00","291.45","285.80","290.26","1.67","1.45","14,239,285"
"2023-08-29T04:00:00.000Z","288.58","299.15","288.18","297.99","2.66","2.45","20,844,522"
"2023-08-30T04:00:00.000Z","297.17","298.29","293.43","295.10","-0.9698","-1.19","17,717,024"
"2023-08-31T04:00:00.000Z","295.80","301.10","295.66","295.89","0.2677","0.0503","17,229,865"
"2023-09-01T04:00:00.000Z","299.37","301.74","294.47","296.38","0.1656","-0.0518","12,842,257"
"2023-09-05T04:00:00.000Z","297.02","301.39","295.51","300.15","1.27","1.05","14,955,989"
"2023-09-06T04:00:00.000Z","301.71","303.30","295.66","299.17","-0.3265","-0.5439","15,418,092"
"2023-09-07T04:00:00.000Z","298.00","307.05","292.22","298.67","-0.1671","-0.3845","33,748,737"
"2023-09-08T04:00:00.000Z","299.22","305.25","296.78","297.89","-0.2612","-0.4785","17,572,203"
"2023-09-11T04:00:00.000Z","301.41","309.04","301.28","307.56","3.25","3.03","19,489,330"
"2023-09-12T04:00:00.000Z","306.33","308.66","300.23","301.66","-1.92","-2.14","13,480,400"
"2023-09-13T04:00:00.000Z","302.36","307.18","301.32","305.06","1.13","0.9097","13,210,915"
"2023-09-14T04:00:00.000Z","306.74","312.87","305.03","311.72","2.18","1.97","19,343,102"
"2023-09-15T04:00:00.000Z","311.61","312.00","298.75","300.31","-3.66","-3.88","28,131,140"
"2023-09-18T04:00:00.000Z","298.19","303.60","297.80","302.55","0.7459","0.5285","14,234,158"
"2023-09-19T04:00:00.000Z","302.48","306.17","299.81","305.07","0.8329","0.6155","15,931,618"
"2023-09-20T04:00:00.000Z","305.05","308.06","299.43","299.67","-1.77","-1.99","19,379,515"
"2023-09-21T04:00:00.000Z","295.70","300.26","293.27","295.73","-1.31","-1.53","21,319,582"
"2023-09-22T04:00:00.000Z","299.30","305.38","298.27","299.08","1.13","0.9154","25,369,592"
"2023-09-25T04:00:00.000Z","295.64","300.95","293.70","300.83","0.5851","0.3677","18,987,014"
"2023-09-26T04:00:00.000Z","297.66","300.30","296.01","298.96","-0.6216","-0.8390","19,417,161"
"2023-09-27T04:00:00.000Z","300.45","301.30","286.79","297.74","-0.4081","-0.6255","36,429,835"
"2023-09-28T04:00:00.000Z","298.94","306.33","296.70","303.96","2.09","1.87","22,167,075"
"2023-09-29T04:00:00.000Z","307.38","310.64","299.36","300.21","-1.23","-1.45","25,373,695"
"2023-10-02T04:00:00.000Z","302.74","307.18","301.63","306.82","2.20","1.98","16,265,571"
"2023-10-03T04:00:00.000Z","304.26","306.77","299.64","300.94","-1.92","-2.13","17,362,250"
"2023-10-04T04:00:00.000Z","298.73","306.90","298.50","305.58","1.54","1.32","16,880,484"
"2023-10-05T04:00:00.000Z","304.63","306.21","299.50","304.79","-0.2585","-0.4759","19,129,957"
"2023-10-06T04:00:00.000Z","301.44","316.31","300.91","315.43","3.49","3.27","21,803,856"
"2023-10-09T04:00:00.000Z","312.50","320.33","311.82","318.36","0.9289","0.7115","22,503,662"
"2023-10-10T04:00:00.000Z","319.12","324.66","318.16","321.84","1.09","0.8757","19,037,973"
"2023-10-11T04:00:00.000Z","323.00","328.83","322.95","327.82","1.86","1.64","22,036,297"
"2023-10-12T04:00:00.000Z","328.00","330.54","322.69","324.16","-1.12","-1.33","20,530,518"
"2023-10-13T04:00:00.000Z","323.53","325.05","312.37","314.69","-2.92","-3.14","21,360,790"
"2023-10-16T04:00:00.000Z","318.64","321.82","315.52","321.15","2.05","1.84","16,536,114"
"2023-10-17T04:00:00.000Z","318.18","324.40","317.30","324.00","0.8874","0.6700","16,387,799"
"2023-10-18T04:00:00.000Z","321.39","325.94","315.56","316.97","-2.17","-2.39","16,851,003"
"2023-10-19T04:00:00.000Z","319.88","321.89","311.75","312.81","-1.31","-1.53","18,709,160"
"2023-10-20T04:00:00.000Z","314.14","315.30","306.47","308.65","-1.33","-1.55","22,312,275"
"2023-10-23T04:00:00.000Z","309.50","317.36","307.26","314.01","1.74","1.52","17,796,785"
"2023-10-24T04:00:00.000Z","316.78","318.35","310.63","312.55","-0.4650","-0.6823","19,525,488"
"2023-10-25T04:00:00.000Z","310.00","310.88","298.84","299.53","-4.17","-4.38","42,192,474"
"2023-10-26T04:00:00.000Z","295.00","295.00","279.40","288.35","-3.73","-3.95","66,684,141"
"2023-10-27T04:00:00.000Z","294.48","299.31","292.97","296.73","2.91","2.69","29,596,256"
"2023-10-30T04:00:00.000Z","299.09","309.40","299.05","302.66","2.00","1.78","28,435,053"
"2023-10-31T04:00:00.000Z","303.31","303.68","296.86","301.27","-0.4593","-0.6767","19,434,168"
"2023-11-01T04:00:00.000Z","301.85","312.74","301.85","311.85","3.51","3.29","20,434,580"
"2023-11-02T04:00:00.000Z","317.30","318.82","308.33","310.87","-0.3143","-0.5316","21,631,820"
"2023-11-03T04:00:00.000Z","312.55","315.55","311.02","314.60","1.20","0.9825","16,764,315"
"2023-11-06T05:00:00.000Z","315.98","318.33","314.45","315.80","0.3814","0.1640","12,887,699"
"2023-11-07T05:00:00.000Z","317.06","321.00","315.12","318.82","0.9563","0.7389","14,055,614"
"2023-11-08T05:00:00.000Z","318.14","321.33","314.88","319.78","0.3011","0.0837","13,609,704"
"2023-11-09T05:00:00.000Z","319.42","324.18","318.80","320.55","0.2408","0.0234","16,103,071"
"2023-11-10T05:00:00.000Z","319.94","329.10","319.46","328.77","2.56","2.35","19,116,921"
"2023-11-13T05:00:00.000Z","326.20","332.33","325.70","329.19","0.1277","-0.0896","16,908,948"
"2023-11-14T05:00:00.000Z","334.54","338.10","333.33","336.31","2.16","1.95","17,179,403"
"2023-11-15T05:00:00.000Z","337.93","338.40","330.02","332.71","-1.07","-1.29","14,531,180"
"2023-11-16T05:00:00.000Z","329.37","334.58","326.38","334.19","0.4448","0.2274","18,932,572"
"2023-11-17T05:00:00.000Z","330.26","335.50","329.35","335.04","0.2543","0.0370","14,519,213"
"2023-11-20T05:00:00.000Z","334.89","341.87","334.19","339.97","1.47","1.25","16,976,129"
"2023-11-21T05:00:00.000Z","338.33","339.90","335.90","336.98","-0.8795","-1.10","12,027,863"
"2023-11-22T05:00:00.000Z","339.21","342.92","338.58","341.49","1.34","1.12","10,715,177"
"2023-11-24T05:00:00.000Z","340.13","341.86","336.77","338.23","-0.9546","-1.17","5,467,488"
"2023-11-27T05:00:00.000Z","336.18","339.90","334.20","334.70","-1.04","-1.26","15,684,454"
"2023-11-28T05:00:00.000Z","333.40","339.38","333.40","338.99","1.28","1.06","12,637,245"
"2023-11-29T05:00:00.000Z","339.69","339.90","330.78","332.20","-2.00","-2.22","16,024,497"
"2023-11-30T05:00:00.000Z","331.89","333.50","322.40","327.15","-1.52","-1.74","23,146,387"
"2023-12-01T05:00:00.000Z","325.48","326.86","320.76","324.82","-0.7122","-0.9296","15,276,375"
"2023-12-04T05:00:00.000Z","317.29","320.86","313.66","320.02","-1.48","-1.70","19,037,080"
"2023-12-05T05:00:00.000Z","318.98","321.88","315.39","318.29","-0.5406","-0.7580","16,952,128"
"2023-12-06T05:00:00.000Z","321.93","322.25","317.04","317.45","-0.2639","-0.4813","11,294,337"
"2023-12-07T05:00:00.000Z","317.77","328.24","317.77","326.59","2.88","2.66","15,905,079"
"2023-12-08T05:00:00.000Z","323.09","333.17","323.00","332.75","1.89","1.67","14,087,351"
"2023-12-11T05:00:00.000Z","329.40","329.89","320.00","325.28","-2.24","-2.46","25,802,462"
"2023-12-12T05:00:00.000Z","324.60","334.47","324.56","334.22","2.75","2.53","18,485,461"
"2023-12-13T05:00:00.000Z","333.93","338.37","332.64","334.74","0.1556","-0.0618","16,353,321"
"2023-12-14T05:00:00.000Z","333.85","334.70","328.64","333.17","-0.4690","-0.6864","19,607,335"
"2023-12-15T05:00:00.000Z","331.99","338.66","331.22","334.92","0.5253","0.3079","31,776,852"
"2023-12-18T05:00:00.000Z","337.48","347.56","337.02","344.62","2.90","2.68","18,993,852"
"2023-12-19T05:00:00.000Z","345.58","353.60","345.12","350.36","1.67","1.45","17,729,362"
"2023-12-20T05:00:00.000Z","348.65","354.96","347.79","349.28","-0.3083","-0.5256","16,369,850"
"2023-12-21T05:00:00.000Z","352.98","356.40","349.21","354.09","1.38","1.16","15,289,556"
"2023-12-22T05:00:00.000Z","355.58","357.20","351.22","353.39","-0.1977","-0.4151","11,772,779"
"2023-12-26T05:00:00.000Z","354.99","356.98","353.45","354.83","0.4075","0.1901","9,898,614"
"2023-12-27T05:00:00.000Z","356.07","359.00","355.31","357.83","0.8455","0.6281","13,207,928"
"2023-12-28T05:00:00.000Z","359.70","361.90","357.81","358.32","0.1369","-0.0805","11,798,807"
"2023-12-29T05:00:00.000Z","358.99","360.00","351.82","353.96","-1.22","-1.43","14,987,092"
"2024-01-02T05:00:00.000Z","351.32","353.16","340.01","346.29","-2.17","-2.38","19,042,152"
"2024-01-03T05:00:00.000Z","344.98","347.95","343.18","344.47","-0.5256","-0.7430","15,451,133"
"2024-01-04T05:00:00.000Z","344.50","348.15","343.40","347.12","0.7693","0.5519","12,099,895"
"2024-01-05T05:00:00.000Z","346.99","353.50","346.26","351.95","1.39","1.17","13,750,912"
"2024-01-08T05:00:00.000Z","354.70","358.98","352.05","358.66","1.91","1.69","13,890,222"
"2024-01-09T05:00:00.000Z","356.40","360.64","355.36","357.43","-0.3429","-0.5603","13,463,871"
"2024-01-10T05:00:00.000Z","360.17","372.94","359.08","370.47","3.65","3.43","22,117,206"
"2024-01-11T05:00:00.000Z","372.13","372.78","362.93","369.67","-0.2159","-0.4333","17,205,385"
"2024-01-12T05:00:00.000Z","370.15","377.06","369.54","374.49","1.30","1.09","19,310,046"
"2024-01-16T05:00:00.000Z","373.65","375.61","367.23","367.46","-1.88","-2.09","15,306,885"
"2024-01-17T05:00:00.000Z","366.30","368.54","358.61","368.37","0.2476","0.0303","12,724,779"
"2024-01-18T05:00:00.000Z","371.49","376.85","370.95","376.13","2.11","1.89","16,354,332"
"2024-01-19T05:00:00.000Z","379.00","384.36","377.97","383.45","1.95","1.73","21,670,806"
"2024-01-22T05:00:00.000Z","387.95","390.35","381.16","381.78","-0.4355","-0.6529","17,680,454"
"2024-01-23T05:00:00.000Z","384.62","388.38","382.07","385.20","0.8958","0.6784","15,506,096"
"2024-01-24T05:00:00.000Z","390.00","396.15","387.81","390.70","1.43","1.21","15,604,285"
"2024-01-25T05:00:00.000Z","390.17","395.49","385.66","393.18","0.6348","0.4174","15,091,080"
"2024-01-26T05:00:00.000Z","394.35","396.79","391.59","394.14","0.2442","0.0268","13,159,290"
"2024-01-29T05:00:00.000Z","394.99","402.93","393.10","401.02","1.75","1.53","18,742,433"
"2024-01-30T05:00:00.000Z","403.59","406.36","399.57","400.06","-0.2394","-0.4568","18,614,727"
"2024-01-31T05:00:00.000Z","389.00","398.00","387.10","390.14","-2.48","-2.70","20,180,817"
"2024-02-01T05:00:00.000Z","393.94","400.50","393.05","394.78","1.19","0.9719","29,727,051"
"2024-02-02T05:00:00.000Z","459.60","485.96","453.01","474.99","20.32","20.10","84,707,646"
"2024-02-05T05:00:00.000Z","469.88","471.90","459.22","459.41","-3.28","-3.50","40,832,376"
"2024-02-06T05:00:00.000Z","464.00","467.12","453.00","454.72","-1.02","-1.24","21,655,214"
"2024-02-07T05:00:00.000Z","458.00","471.52","456.18","469.59","3.27","3.05","23,065,994"
"2024-02-08T05:00:00.000Z","468.32","470.59","465.03","470.00","0.0873","-0.1301","18,815,097"
"2024-02-09T05:00:00.000Z","472.95","473.59","467.46","468.11","-0.4021","-0.6195","18,413,137"
"2024-02-12T05:00:00.000Z","468.19","479.14","466.58","468.90","0.1688","-0.0486","19,381,963"
"2024-02-13T05:00:00.000Z","456.87","467.89","455.09","460.12","-1.87","-2.09","20,916,602"
"2024-02-14T05:00:00.000Z","467.93","474.11","466.09","473.28","2.86","2.64","16,858,401"
"2024-02-15T05:00:00.000Z","475.28","488.62","472.22","484.03","2.27","2.05","24,212,326"
"2024-02-16T05:00:00.000Z","478.11","478.96","469.21","473.32","-2.21","-2.43","23,324,620"
"2024-02-20T05:00:00.000Z","469.71","476.18","466.56","471.75","-0.3317","-0.5491","18,015,523"
"2024-02-21T05:00:00.000Z","466.50","469.00","461.79","468.03","-0.7886","-1.01","12,977,050"
"2024-02-22T05:00:00.000Z","480.24","489.99","476.06","486.13","3.87","3.65","21,625,805"
"2024-02-23T05:00:00.000Z","488.05","494.36","482.35","484.03","-0.4320","-0.6494","18,374,286"
"2024-02-26T05:00:00.000Z","483.47","486.14","480.60","481.74","-0.4731","-0.6905","12,101,415"
"2024-02-27T05:00:00.000Z","479.98","487.27","479.92","487.05","1.10","0.8849","10,809,595"
"2024-02-28T05:00:00.000Z","485.00","491.05","482.75","484.02","-0.6221","-0.8395","12,715,486"
"2024-02-29T05:00:00.000Z","488.44","491.70","482.61","490.13","1.26","1.04","17,732,045"
"2024-03-01T05:00:00.000Z","492.11","504.25","491.85","502.30","2.48","2.27","15,884,882"
"2024-03-04T05:00:00.000Z","503.00","504.42","496.42","498.19","-0.8182","-1.04","12,324,141"
"2024-03-05T05:00:00.000Z","495.00","495.58","487.89","490.22","-1.60","-1.82","15,325,299"
"2024-03-06T05:00:00.000Z","497.63","502.97","494.29","496.09","1.20","0.9800","11,757,925"
"2024-03-07T05:00:00.000Z","503.28","519.85","501.38","512.19","3.25","3.03","18,586,437"
"2024-03-08T05:00:00.000Z","514.19","523.57","499.35","505.95","-1.22","-1.44","18,597,059"
"2024-03-11T04:00:00.000Z","497.01","497.32","476.00","483.59","-4.42","-4.64","20,428,274"
"2024-03-12T04:00:00.000Z","493.26","502.31","484.73","499.75","3.34","3.12","15,448,232"
"2024-03-13T04:00:00.000Z","495.39","500.98","491.03","495.57","-0.8364","-1.05","12,090,656"
"2024-03-14T04:00:00.000Z","500.25","501.35","488.16","491.83","-0.7547","-0.9721","12,620,014"
"2024-03-15T04:00:00.000Z","489.01","491.83","481.30","484.10","-1.57","-1.79","29,153,576"
"2024-03-18T04:00:00.000Z","491.91","497.42","486.81","496.98","2.66","2.44","11,755,251"
"2024-03-19T04:00:00.000Z","488.17","496.63","481.28","496.24","-0.1489","-0.3663","10,903,092"
"2024-03-20T04:00:00.000Z","499.50","508.20","495.17","505.52","1.87","1.65","11,711,100"
"2024-03-21T04:00:00.000Z","514.71","515.04","506.01","507.76","0.4431","0.2257","9,712,549"
"2024-03-22T04:00:00.000Z","507.00","509.97","504.34","509.58","0.3584","0.1410","8,120,593"
"2024-03-25T04:00:00.000Z","505.79","507.22","500.24","503.02","-1.29","-1.50","8,380,617"
"2024-03-26T04:00:00.000Z","505.13","510.00","495.21","495.89","-1.42","-1.63","11,205,382"
"2024-03-27T04:00:00.000Z","499.30","499.89","488.07","493.86","-0.4094","-0.6268","9,989,676"
"2024-03-28T04:00:00.000Z","492.84","492.89","485.15","485.58","-1.68","-1.89","15,212,764"
"2024-04-01T04:00:00.000Z","487.20","497.43","481.78","491.35","1.19","0.9709","9,247,007"
"2024-04-02T04:00:00.000Z","485.10","497.53","484.65","497.37","1.23","1.01","11,081,026"
"2024-04-03T04:00:00.000Z","498.93","507.24","498.75","506.74","1.88","1.67","12,099,171"
"2024-04-04T04:00:00.000Z","516.42","530.00","510.58","510.92","0.8249","0.6075","26,476,253"
"2024-04-05T04:00:00.000Z","516.86","530.70","514.41","527.34","3.21","3.00","19,263,265"
"2024-04-08T04:00:00.000Z","529.28","531.49","518.89","519.25","-1.53","-1.75","13,260,579"
"2024-04-09T04:00:00.000Z","522.23","525.87","506.74","516.90","-0.4526","-0.6700","10,881,445"
"2024-04-10T04:00:00.000Z","509.29","522.56","505.80","519.83","0.5668","0.3495","11,418,491"
"2024-04-11T04:00:00.000Z","521.11","523.86","517.29","523.16","0.6406","0.4232","10,369,469"
"2024-04-12T04:00:00.000Z","517.75","520.19","509.33","511.90","-2.15","-2.37","11,984,535"
"2024-04-15T04:00:00.000Z","516.72","518.53","497.28","500.23","-2.28","-2.50","13,512,893"
"2024-04-16T04:00:00.000Z","498.11","504.77","497.11","499.76","-0.0940","-0.3113","9,847,925"
"2024-04-17T04:00:00.000Z","503.10","503.16","487.14","494.17","-1.12","-1.34","12,193,743"
"2024-04-18T04:00:00.000Z","499.82","512.21","499.04","501.80","1.54","1.33","14,808,670"
"2024-04-19T04:00:00.000Z","502.80","502.80","475.73","481.07","-4.13","-4.35","25,215,364"
"2024-04-22T04:00:00.000Z","489.71","492.01","473.40","481.73","0.1372","-0.0802","17,271,125"
"2024-04-23T04:00:00.000Z","491.25","498.76","488.97","496.10","2.98","2.77","15,079,196"
"2024-04-24T04:00:00.000Z","508.06","510.00","484.58","493.50","-0.5241","-0.7415","37,772,677"
"2024-04-25T04:00:00.000Z","421.40","445.77","414.50","441.38","-10.56","-10.78","82,890,741"
"2024-04-26T04:00:00.000Z","441.46","446.44","431.96","443.29","0.4327","0.2153","32,691,443"
"2024-04-29T04:00:00.000Z","439.56","439.76","428.56","432.62","-2.41","-2.62","21,502,646"
"2024-04-30T04:00:00.000Z","431.05","439.62","429.72","430.17","-0.5663","-0.7837","18,429,496"
"2024-05-01T04:00:00.000Z","428.60","449.96","427.11","439.19","2.10","1.88","20,344,947"
"2024-05-02T04:00:00.000Z","438.84","443.96","432.28","441.68","0.5670","0.3496","15,221,322"
"2024-05-03T04:00:00.000Z","445.93","454.17","443.85","451.96","2.33","2.11","16,489,057"
"2024-05-06T04:00:00.000Z","455.58","466.16","453.34","465.68","3.04","2.82","15,094,627"
"2024-05-07T04:00:00.000Z","466.29","471.53","461.31","468.24","0.5497","0.3323","13,406,816"
"2024-05-08T04:00:00.000Z","463.50","475.58","463.00","472.60","0.9311","0.7138","11,683,929"
"2024-05-09T04:00:00.000Z","470.00","476.08","467.63","475.42","0.5967","0.3793","9,437,651"
"2024-05-10T04:00:00.000Z","477.09","477.50","469.60","476.20","0.1641","-0.0533","10,749,999"
"2024-05-13T04:00:00.000Z","472.75","473.35","462.85","468.01","-1.72","-1.94","14,668,798"
"2024-05-14T04:00:00.000Z","463.37","472.54","460.08","471.85","0.8205","0.6031","10,478,553"
"2024-05-15T04:00:00.000Z","474.98","482.50","471.20","481.54","2.05","1.84","13,100,470"
"2024-05-16T04:00:00.000Z","475.00","477.69","472.75","473.23","-1.73","-1.94","16,608,179"
"2024-05-17T04:00:00.000Z","470.83","472.80","468.42","471.91","-0.2789","-0.4963","10,807,289"
